"gene"	"EMIMCl"
"646"	"YDR184C"	0.152835744273439
"647"	"YDR185C"	0.207256187119013
"648"	"YDR186C"	0.556698799394663
"649"	"YDR191W"	-0.501793000222164
"650"	"YDR192C"	0.402151731115755
"651"	"YDR193W"	1.43519971091607
"652"	"YDR198C"	-0.0217691909907433
"653"	"YDR202C"	0.584797417125356
"654"	"YDR203W"	0.836619418885981
"655"	"YDR205W"	-0.139888030272619
"656"	"YDR206W"	0.751391280275879
"657"	"YDR207C"	1.42142746448692
"658"	"YDR209C"	0.284480438963975
"659"	"YDR210W"	0.0492802159146026
"660"	"YDR213W"	-1.03228790567584
"661"	"YDR214W"	0.0276009802116829
"662"	"YDR215C"	0.539908782641292
"663"	"YDR216W"	0.490069460957065
"664"	"YDR217C"	-0.251138703650385
"665"	"YDR218C"	0.214646951713524
"666"	"YDR219C"	-0.230458477746492
"667"	"YDR220C"	0.229170795390672
"668"	"YDR222W"	0.755134893512311
"669"	"YDR223W"	0.00266913341302779
"670"	"YDR229W"	0.424724802596362
"671"	"YDR233C"	0.398392930724637
